DangKyID,HocVienID,LopID,Target_BoHoc,TyLeChuyenCan_NuaDau,SoBuoiVang_NuaDau,SoBuoiVangDau,DiemGiuaKy,KetQuaGiuaKy,SoNgayDangKySom,TuoiHocVien,KhoaHocID,GiangVienID,DiaDiemID
17154,8909,226,1,0.6,6,1,9.7,1,20,24,5,10,13
16557,8659,208,0,1,0,0,8.5,1,12,16,2,7,6
15180,8900,158,1,0.6,4,1,8.7,1,21,16,2,2,11
15575,8888,172,0,0.6,4,1,8.6,1,4,16,1,3,12
17257,9817,230,0,1,0,0,8.2,1,14,27,3,4,11
18507,9069,273,1,0.9,1,0,7.1,1,20,28,2,7,6
18745,9049,283,0,0.833333,2,0,5.1,1,1,15,4,6,7
19104,8983,295,1,0.583333,5,2,8.4,1,20,15,3,7,15
15221,8533,159,1,0.666666,4,1,5,1,4,25,4,8,5
16793,9746,216,0,0.933333,1,0,5,1,27,29,5,9,4
18023,8369,256,0,1,0,0,7.1,1,15,28,5,1,9
17681,8051,245,0,0.933333,1,0,3.4,0,22,16,5,10,11
17449,9351,235,0,0.9,1,1,7.1,1,23,16,1,4,12
17682,8324,245,0,1,0,0,8.1,1,1,18,5,10,11
16156,8084,193,0,0.9,1,0,3.5,0,29,22,1,7,16
16291,8608,198,0,0.666666,5,2,4,0,4,18,5,3,14
17431,8633,234,0,0.916666,1,1,5.1,1,13,19,3,6,16
17811,9717,247,0,0.9,1,1,5.2,1,5,20,2,6,1
17505,8232,237,0,0.8,2,1,7.9,1,26,23,2,2,15
18486,8755,272,1,0.4,6,0,5,1,10,19,1,7,6
15101,8343,156,0,0.8,3,0,7,1,24,20,5,5,15
17424,9267,234,1,0.916666,1,0,3.4,0,1,23,3,6,16
16248,8304,195,0,0.866666,2,0,9.3,1,21,20,5,10,9
18301,9600,266,1,0.6,4,0,4.8,0,5,17,1,2,7
15018,8774,152,0,0.933333,1,0,6.9,1,29,23,5,1,11
15905,9285,187,0,0.916666,1,1,4.1,0,8,24,4,4,11
18943,8222,288,0,0.916666,1,0,9.1,1,2,22,4,3,16
15089,8164,155,0,0.9,1,0,8.4,1,5,19,1,4,15
15237,9239,160,0,0.9,1,0,4,0,7,25,1,10,8
15383,9945,164,0,0.6,4,2,3.5,0,11,26,2,5,9
15952,9338,188,0,0.8,3,0,4.1,0,17,20,5,5,2
16142,8801,193,0,1,0,0,3.9,0,6,28,1,7,16
18329,9103,268,0,1,0,0,9.9,1,6,21,1,4,16
17089,8138,224,0,0.916666,1,1,6.4,1,13,26,3,7,16
16797,8046,216,0,0.666666,5,2,5.6,1,19,18,5,9,4
15223,9143,159,0,0.833333,2,0,7.7,1,8,27,4,8,5
15344,8648,163,0,1,0,0,8.9,1,29,29,2,1,16
16907,8403,220,0,0.833333,2,1,3.5,0,7,16,4,6,11
17129,8014,226,0,0.866666,2,0,8.1,1,23,26,5,10,13
17805,8917,247,0,0.8,2,0,8,1,19,20,2,6,1
15104,9504,156,0,0.866666,2,1,8.8,1,19,23,5,5,15
16819,9189,217,0,1,0,0,9.8,1,5,28,2,7,13
17808,9634,247,0,0.9,1,0,6.4,1,5,20,2,6,1
18333,8564,268,0,0.9,1,1,5.3,1,3,28,1,4,16
16629,9028,212,0,0.833333,2,0,9.7,1,6,28,4,3,5
18321,8397,267,0,0.916666,1,0,4.4,0,10,25,3,3,9
18094,8483,259,1,0.75,3,0,8.8,1,4,21,3,7,4
15422,8215,165,0,1,0,0,7.2,1,29,23,3,1,6
16821,9260,217,0,0.9,1,0,9.3,1,9,27,2,7,13
18527,8968,274,0,1,0,0,3.2,0,4,22,5,4,11
18702,8202,281,1,0.5,6,0,5.3,1,24,28,3,2,4
18419,9797,269,0,0.9,1,1,9.8,1,25,28,2,5,1
18523,9756,274,1,0.466666,8,2,7.2,1,29,15,5,4,11
15142,8320,157,1,0.833333,2,0,6,1,11,24,3,7,13
18190,9645,263,0,0.833333,2,0,7.1,1,5,18,4,5,11
16104,8576,191,0,0.933333,1,0,4.7,0,26,28,5,9,14
19018,9403,292,0,1,0,0,4,0,9,24,4,3,4
16875,8255,219,0,1,0,0,3.7,0,22,16,4,6,4
18483,8311,272,1,0.6,4,1,4,0,18,28,1,7,6
19090,8804,294,0,1,0,0,4.8,0,24,24,5,4,14
15848,9000,184,0,0.916666,1,1,5.6,1,3,20,3,3,4
18176,8685,262,0,0.75,3,2,8.9,1,14,23,3,7,2
17337,9392,233,0,0.666666,4,0,3.5,0,18,23,4,5,4
18451,8682,270,0,0.8,2,2,5.3,1,14,17,1,2,12
16756,8899,214,0,0.8,2,1,4.8,0,16,25,1,7,16
17919,9984,251,1,0.833333,2,0,5.7,1,22,23,3,2,5
18196,8555,263,0,1,0,0,4.4,0,15,25,4,5,11
18918,8951,288,0,0.916666,1,1,9.5,1,29,28,4,3,16
16842,8373,218,0,1,0,0,3.5,0,21,16,2,8,11
19183,9090,298,0,0.9,1,0,5.7,1,27,30,1,6,11
16538,9240,207,0,0.9,1,0,5.4,1,29,29,2,8,7
17561,8327,240,0,0.916666,1,0,6.4,1,27,23,4,5,4
18761,9937,283,1,0.583333,5,1,4.2,0,13,26,4,6,7
19256,8475,301,0,0.9,1,0,6.5,1,15,23,2,1,14
16151,9879,193,0,1,0,0,4.5,0,21,23,1,7,16
16475,8272,205,0,0.833333,2,0,8.5,1,7,29,4,1,7
17774,8769,246,0,0.9,1,0,4.9,0,22,16,1,9,16
17114,8234,225,0,0.916666,1,0,6.4,1,24,28,4,9,8
16254,8642,196,0,0.8,2,1,5.5,1,6,25,2,4,5
17221,9764,229,0,0.916666,1,0,6.1,1,10,25,3,2,2
16133,8114,192,0,0.8,2,1,6.9,1,6,18,2,9,10
18476,9733,272,1,0.9,1,0,2.1,0,25,18,1,7,6
16624,9502,211,0,1,0,0,7.9,1,1,21,5,10,12
17742,8040,246,0,1,0,0,8.3,1,19,18,1,9,16
18090,9264,259,1,0.666666,4,1,4.9,0,16,16,3,7,4
17085,8404,224,1,0.75,3,0,9.6,1,28,16,3,7,16
18529,9312,274,0,0.866666,2,0,9.9,1,15,15,5,4,11
18220,8658,264,0,0.8,2,2,7.9,1,5,17,1,9,4
15552,8098,170,0,0.8,2,1,5.4,1,22,16,2,3,1
15054,8999,154,0,1,0,0,5.1,1,25,16,5,1,1
17907,8284,251,0,1,0,0,5.9,1,4,23,3,2,5
15036,9693,152,0,0.866666,2,1,5.7,1,19,25,5,1,11
17208,8322,228,0,0.916666,1,0,4.9,0,18,30,3,6,5
17526,9245,239,0,0.75,3,1,9.2,1,10,26,3,7,3
15534,9905,170,0,1,0,0,4.8,0,8,17,2,3,1
16320,8407,199,0,0.8,2,0,7.9,1,24,23,1,10,2
17143,9087,226,0,0.933333,1,0,7.3,1,22,17,5,10,13
15696,9010,179,0,1,0,0,3.5,0,21,19,4,4,2
17889,8231,250,0,0.8,2,0,4.8,0,20,23,1,3,11
15306,8477,163,1,0.6,4,1,3.6,0,3,18,2,1,16
15235,8973,160,1,0.7,3,0,4.8,0,29,23,1,10,8
15495,8152,169,0,1,0,0,8.9,1,5,25,4,10,2
15583,8456,172,0,0.9,1,1,7.8,1,25,28,1,3,12
18325,9368,267,1,0.5,6,1,8.6,1,15,29,3,3,9
17135,9016,226,0,0.933333,1,0,6.3,1,18,24,5,10,13
16308,8532,198,1,0.733333,4,1,4.8,0,3,28,5,3,14
17438,9013,234,0,1,0,0,3.5,0,10,16,3,6,16
17863,8249,249,0,0.833333,2,1,5.7,1,8,25,4,10,12
18091,8737,259,1,0.75,3,1,4.9,0,26,14,3,7,4
18830,8795,286,0,0.916666,1,0,6.2,1,27,25,3,1,15
19197,8559,299,0,0.9,1,0,5.1,1,28,16,1,3,5
16485,9338,205,0,0.833333,2,0,9.1,1,28,20,4,1,7
17733,9284,246,1,0.6,4,1,8.4,1,26,25,1,9,16
18587,8858,276,0,0.933333,1,1,3.7,0,21,14,5,4,13
16565,8937,208,0,1,0,0,7.1,1,25,29,2,7,6
17260,8974,230,1,0.833333,2,0,5.9,1,16,17,3,4,11
18149,9140,261,0,0.8,3,0,7.1,1,11,18,5,1,12
18247,8635,265,0,0.916666,1,0,7.3,1,26,23,3,6,4
15964,8937,188,0,0.866666,2,0,6.6,1,8,30,5,5,2
18714,8920,282,0,0.8,2,1,6.6,1,22,15,1,6,11
15225,9459,159,0,0.916666,1,0,9.2,1,1,21,4,8,5
15135,8771,157,0,1,0,0,3.7,0,27,15,3,7,13
17042,9019,224,0,0.833333,2,1,9.2,1,2,18,3,7,16
17279,9863,231,0,1,0,0,6.4,1,14,17,4,3,6
15949,9725,188,0,0.866666,2,1,8.9,1,26,27,5,5,2
17701,8921,246,0,0.9,1,0,7.2,1,12,20,1,9,16
17737,9626,246,0,0.8,2,1,4.1,0,21,25,1,9,16
15350,8572,163,0,0.9,1,0,8.2,1,4,26,2,1,16
15538,9715,170,1,0.6,4,1,7.2,1,10,23,2,3,1
18162,8388,262,0,0.833333,2,0,6.4,1,7,16,3,7,2
15836,8085,183,0,0.833333,2,0,4.8,0,2,14,3,2,1
16224,9526,194,1,0.5,5,1,2.2,0,19,21,2,9,15
16631,9764,212,0,0.916666,1,1,7.4,1,6,23,4,3,5
16746,9507,214,1,0.9,1,0,8.3,1,10,24,1,7,16
17879,8250,250,0,1,0,0,6.2,1,7,22,1,3,11
15232,9557,160,0,0.9,1,1,5.1,1,23,22,1,10,8
19229,9564,300,0,0.9,1,0,5.7,1,26,18,2,1,2
15508,8216,169,0,0.916666,1,0,9.5,1,24,26,4,10,2
18429,8693,269,0,0.7,3,2,4.2,0,28,16,2,5,1
18173,8400,262,1,0.833333,2,0,5.8,1,6,19,3,7,2
18241,8848,264,0,0.9,1,1,4.4,0,17,16,1,9,4
19254,8729,301,0,1,0,0,6,1,11,17,2,1,14
15007,8914,152,1,0.866666,2,0,4.7,0,24,25,5,1,11
17517,8995,238,1,0.75,3,2,9.1,1,29,28,4,3,9
17702,8897,246,0,1,0,0,4,0,24,17,1,9,16
15479,9555,169,0,0.916666,1,0,9,1,18,23,4,10,2
16016,8641,189,0,1,0,0,5.6,1,2,15,1,1,16
15545,8003,170,0,0.7,3,1,7.1,1,2,20,2,3,1
16129,8805,192,0,1,0,0,5,1,13,25,2,9,10
15416,8336,165,0,0.916666,1,0,7.4,1,27,27,3,1,6
15039,9886,153,1,0.916666,1,1,6.9,1,2,26,4,2,10
18608,9981,276,0,1,0,0,6.6,1,22,24,5,4,13
15956,9464,188,0,0.933333,1,0,6.9,1,21,26,5,5,2
18405,9315,269,0,1,0,0,9.6,1,18,27,2,5,1
18487,8774,272,0,1,0,0,7.1,1,1,23,1,7,6
16392,9508,201,0,0.916666,1,0,7.6,1,27,20,4,5,15
18722,9530,282,0,0.9,1,0,10,1,13,17,1,6,11
15158,9849,157,0,0.833333,2,1,8.5,1,5,23,3,7,13
16679,8129,213,0,1,0,0,7.4,1,19,21,2,2,4
17662,9110,245,0,0.733333,4,0,6.5,1,9,16,5,10,11
18445,8948,270,0,0.8,2,1,8.1,1,4,28,1,2,12
17608,9390,242,0,0.916666,1,0,7.6,1,20,29,3,9,3
15218,9352,159,0,1,0,0,4.9,0,20,18,4,8,5
15852,9489,184,0,0.833333,2,0,8.4,1,23,17,3,3,4
17120,8697,225,0,0.916666,1,0,4.6,0,25,25,4,9,8
17988,9362,254,0,0.9,1,0,7.2,1,6,20,1,10,9
15227,8574,160,0,0.9,1,1,6.9,1,4,19,1,10,8
18181,8578,262,0,0.666666,4,1,5.4,1,19,29,3,7,2
18649,9147,278,0,1,0,0,7.4,1,15,18,1,4,2
18809,8977,285,0,1,0,0,8.8,1,9,24,2,4,13
16825,9875,217,0,1,0,0,8.4,1,28,16,2,7,13
19222,8574,300,0,0.9,1,1,3.9,0,26,20,2,1,2
19227,8023,300,0,0.8,2,0,4,0,9,30,2,1,2
15609,9044,174,0,1,0,0,9.5,1,2,22,1,8,5
15670,9481,177,0,0.8,2,0,3.3,0,13,16,1,9,15
17595,9846,242,0,0.916666,1,0,3.3,0,23,28,3,9,3
15611,9749,174,0,1,0,0,4.6,0,28,18,1,8,5
16945,9121,221,0,0.916666,1,1,5.4,1,5,28,4,3,6
17212,9377,229,0,0.916666,1,1,4.3,0,22,20,3,2,2
17697,8553,246,0,1,0,0,6.7,1,13,25,1,9,16
18316,8055,267,0,0.916666,1,0,6.2,1,3,28,3,3,9
19042,8288,293,1,0.733333,4,0,5.6,1,24,14,5,10,11
16671,9278,213,0,1,0,0,9.2,1,15,21,2,2,4
16755,8346,214,0,0.9,1,0,9.5,1,24,21,1,7,16
15091,9762,155,0,0.9,1,0,6.6,1,2,18,1,4,15
17513,8722,238,1,0.75,3,0,5.6,1,11,24,4,3,9
18284,9861,266,0,0.7,3,0,6.8,1,14,20,1,2,7
17738,8655,246,0,0.6,4,2,3.8,0,26,14,1,9,16
19044,9430,293,0,0.933333,1,0,8.7,1,23,26,5,10,11
16270,9834,196,1,0.8,2,1,3.5,0,19,17,2,4,5
16489,9008,205,0,0.916666,1,0,3.9,0,21,18,4,1,7
17273,8637,230,0,0.583333,5,0,3.2,0,4,22,3,4,11
18738,8552,282,0,0.9,1,1,9,1,1,14,1,6,11
17516,8646,238,0,1,0,0,9.1,1,27,14,4,3,9
18579,8566,276,0,1,0,0,4.8,0,8,26,5,4,13
18877,8526,288,0,0.833333,2,1,9.9,1,21,24,4,3,16
15376,9728,163,0,0.9,1,1,5,1,1,29,2,1,16
17270,8098,230,0,0.916666,1,0,8.3,1,9,16,3,4,11
17429,8600,234,0,0.916666,1,0,9,1,6,16,3,6,16
18296,8522,266,1,0.7,3,0,4.3,0,1,28,1,2,7
16733,9958,214,0,1,0,0,9.5,1,12,24,1,7,16
15644,9872,176,0,0.7,3,1,9.8,1,20,25,1,4,6
16764,9123,215,0,1,0,0,7,1,16,21,4,1,12
19099,8056,294,0,0.866666,2,0,7.2,1,18,29,5,4,14
17660,8222,245,0,0.733333,4,1,6.6,1,9,22,5,10,11
15853,9330,184,1,0.75,3,0,8.4,1,11,28,3,3,4
16795,9252,216,0,1,0,0,4.5,0,9,23,5,9,4
16251,8673,196,0,1,0,0,3.5,0,29,27,2,4,5
19252,8278,301,0,0.9,1,1,6.1,1,2,25,2,1,14
17314,8121,232,0,0.8,3,1,9.5,1,23,14,5,3,1
17537,8414,239,0,0.75,3,0,4.5,0,11,28,3,7,3
17558,9386,240,0,0.833333,2,0,7.1,1,8,27,4,5,4
17527,9670,239,0,1,0,0,3.9,0,4,29,3,7,3
15381,8834,164,0,0.9,1,0,5.9,1,2,29,2,5,9
16309,8495,199,1,0.5,5,1,4.8,0,5,21,1,10,2
18337,8006,268,0,0.9,1,0,4.4,0,18,26,1,4,16
18267,9015,265,1,0.833333,2,0,3.6,0,5,20,3,6,4
17642,9254,244,0,0.833333,2,0,8.3,1,14,21,3,9,14
18746,9417,283,1,0.666666,4,0,5.1,1,22,26,4,6,7
18585,8554,276,0,0.8,3,0,3.8,0,17,22,5,4,13
17052,9800,224,0,0.833333,2,1,9.7,1,24,19,3,7,16
17286,8334,231,1,0.5,6,0,8.7,1,13,15,4,3,6
18118,9431,260,0,0.916666,1,0,3.9,0,16,14,4,7,11
19167,8380,298,0,0.7,3,1,5.5,1,8,29,1,6,11
16281,8187,197,0,0.933333,1,0,7.3,1,12,15,5,10,10
17468,9772,236,0,1,0,0,3.2,0,25,20,4,10,6
18046,9989,257,1,0.666666,4,0,7,1,15,23,3,8,10
19230,9576,300,0,0.9,1,0,6.1,1,4,27,2,1,2
17141,9118,226,0,0.866666,2,0,5,1,8,14,5,10,13
18231,8138,264,0,0.9,1,1,8.6,1,12,27,1,9,4
15212,8901,159,1,0.666666,4,1,4,0,26,24,4,8,5
16262,8217,196,0,1,0,0,5.7,1,21,22,2,4,5
18894,8716,288,0,0.75,3,0,3.1,0,24,13,4,3,16
15241,9576,160,0,0.9,1,0,7.3,1,4,26,1,10,8
15214,8350,159,0,0.916666,1,0,9.7,1,21,28,4,8,5
16960,8836,221,1,0.5,6,1,7.6,1,14,24,4,3,6
18304,8078,266,0,1,0,0,4.4,0,14,20,1,2,7
18461,8094,271,0,1,0,0,6.1,1,6,29,2,5,13
18851,8142,286,0,1,0,0,3.1,0,21,21,3,1,15
16362,8814,200,0,0.916666,1,1,9.7,1,8,28,4,10,15
16207,9563,193,0,0.9,1,0,6.3,1,13,20,1,7,16
18979,9793,290,1,0.7,3,1,4.9,0,1,18,1,2,5
16097,9055,190,0,0.916666,1,0,6.6,1,15,24,4,8,13
15702,9758,179,0,1,0,0,4.8,0,4,18,4,4,2
16030,9790,189,0,1,0,0,5.9,1,26,28,1,1,16
17780,9709,246,0,1,0,0,8.1,1,18,28,1,9,16
17936,9624,252,0,0.733333,4,0,6,1,15,25,5,7,4
18159,8210,262,0,0.916666,1,0,8.4,1,2,16,3,7,2
16708,8092,214,0,0.6,4,1,5.5,1,26,29,1,7,16
15983,9156,189,0,1,0,0,5.3,1,12,26,1,1,16
16092,9677,190,0,0.916666,1,1,3.4,0,11,18,4,8,13
16231,9628,194,0,0.9,1,0,6.3,1,8,21,2,9,15
17871,8997,249,0,0.75,3,0,7.8,1,5,24,4,10,12
16580,8159,209,0,0.9,1,1,8,1,7,27,1,10,6
15438,9923,166,0,0.833333,2,0,5.4,1,16,22,3,6,6
17158,9847,226,1,0.8,3,0,4.7,0,24,20,5,10,13
15117,8547,156,0,0.8,3,0,7.7,1,7,18,5,5,15
16276,9647,197,0,1,0,0,5.1,1,4,16,5,10,10
18994,8842,291,1,0.8,2,0,7,1,4,29,2,8,6
15391,8556,164,0,0.8,2,0,4.3,0,14,23,2,5,9
18157,9364,262,0,0.833333,2,1,4.5,0,5,14,3,7,2
16085,9271,190,0,0.916666,1,0,9.8,1,25,20,4,8,13
18082,8255,259,0,1,0,0,7.8,1,10,15,3,7,4
19224,9355,300,0,0.8,2,0,4.4,0,20,30,2,1,2
17288,8410,231,0,1,0,0,4.8,0,12,20,4,3,6
17128,9759,226,0,1,0,0,5.1,1,3,17,5,10,13
18430,9023,269,0,1,0,0,3.3,0,25,23,2,5,1
15355,9474,163,0,0.9,1,1,6,1,24,15,2,1,16
17173,9475,227,1,0.7,3,1,8.1,1,1,21,2,3,5
18282,9638,266,0,0.8,2,1,3.5,0,17,27,1,2,7
19029,9980,292,0,1,0,0,7.8,1,18,25,4,3,4
18813,8336,285,0,0.8,2,1,6.1,1,25,26,2,4,13
19015,8724,292,0,0.916666,1,0,5.4,1,22,18,4,3,4
18077,8551,258,0,1,0,0,7.2,1,16,25,3,2,12
18554,8462,274,0,1,0,0,7.3,1,13,30,5,4,11
15862,8682,184,0,1,0,0,9.2,1,13,18,3,3,4
16633,8527,212,0,0.916666,1,1,8.3,1,5,27,4,3,5
18093,8350,259,1,0.666666,4,0,8.8,1,5,27,3,7,4
15857,8131,184,0,0.666666,4,0,3.6,0,12,25,3,3,4
16096,8003,190,0,0.916666,1,0,9.5,1,27,20,4,8,13
17727,8700,246,0,1,0,0,3.8,0,13,27,1,9,16
18134,8149,260,0,0.833333,2,1,8.2,1,19,28,4,7,11
16108,8341,191,0,0.933333,1,1,4.9,0,4,24,5,9,14
17948,9662,252,0,0.866666,2,0,5.7,1,12,17,5,7,4
18376,8063,268,1,0.7,3,1,5.9,1,12,29,1,4,16
18167,8991,262,0,0.833333,2,1,4.9,0,13,23,3,7,2
18395,8697,268,0,0.9,1,1,5,1,13,24,1,4,16
15860,9470,184,0,0.833333,2,0,7.7,1,1,30,3,3,4
16162,8141,193,0,0.9,1,0,7.4,1,10,23,1,7,16
17726,8629,246,1,0.7,3,0,2.7,0,28,26,1,9,16
15690,8093,178,0,1,0,0,9.1,1,2,20,5,8,8
15412,9718,165,0,0.833333,2,1,5.7,1,2,27,3,1,6
18133,8232,260,0,1,0,0,7.9,1,4,22,4,7,11
19187,9028,298,1,0.8,2,0,5.6,1,15,30,1,6,11
17367,8873,234,1,0.833333,2,0,3,0,16,25,3,6,16
17773,9861,246,0,0.9,1,0,4.8,0,20,19,1,9,16
18340,8170,268,0,0.9,1,0,8.5,1,12,23,1,4,16
18717,8756,282,0,0.9,1,1,7.4,1,12,20,1,6,11
15824,8617,183,1,0.75,3,0,5.6,1,15,15,3,2,1
17754,8605,246,0,0.9,1,0,6.1,1,21,18,1,9,16
15161,8240,158,0,0.8,2,1,7.4,1,3,28,2,2,11
18750,8009,283,0,1,0,0,7,1,27,21,4,6,7
15540,9411,170,0,0.9,1,0,6.5,1,9,20,2,3,1
18553,9381,274,0,0.933333,1,0,3.3,0,19,24,5,4,11
18741,8643,283,0,0.916666,1,0,9.4,1,10,18,4,6,7
15440,9771,166,0,0.833333,2,0,8.8,1,21,17,3,6,6
17238,9251,229,0,0.916666,1,0,6,1,1,20,3,2,2
16228,8106,194,1,0.9,1,0,6.5,1,27,15,2,9,15
18447,9551,270,0,1,0,0,5.7,1,12,29,1,2,12
15506,8914,169,0,1,0,0,9.9,1,20,25,4,10,2
17389,8968,234,0,0.666666,4,0,5.8,1,8,21,3,6,16
18572,9256,275,1,0.5,5,2,4.9,0,29,24,1,9,15
19170,9662,298,0,1,0,0,7.8,1,12,18,1,6,11
18797,9941,285,0,0.9,1,1,7,1,17,17,2,4,13
19149,8436,297,0,0.8,2,0,4.1,0,10,17,1,3,12
18525,9991,274,0,0.866666,2,0,8.6,1,11,20,5,4,11
15684,8798,178,0,0.933333,1,0,7.2,1,17,17,5,8,8
17327,8197,232,0,0.733333,4,1,4.5,0,25,25,5,3,1
16872,8547,219,0,0.916666,1,1,8.2,1,12,17,4,6,4
17177,9209,227,0,0.8,2,1,3.2,0,15,22,2,3,5
17532,8692,239,1,0.75,3,1,5.2,1,14,29,3,7,3
19003,9210,291,0,1,0,0,3.4,0,28,27,2,8,6
16117,8265,191,1,0.733333,4,1,6.1,1,24,16,5,9,14
17782,9797,246,0,0.7,3,2,7.7,1,18,28,1,9,16
15894,8078,186,0,0.666666,5,0,5.6,1,3,19,5,5,15
15939,9668,188,0,0.866666,2,0,3.3,0,23,17,5,5,2
17746,8458,246,1,0.6,4,1,6.7,1,23,20,1,9,16
17585,8551,241,0,1,0,0,8.7,1,8,27,4,1,9
16180,9473,193,0,1,0,0,8.9,1,29,18,1,7,16
17039,8525,224,1,0.5,6,1,6.3,1,21,26,3,7,16
17258,8606,230,0,0.833333,2,1,7.2,1,14,20,3,4,11
18614,9578,277,0,0.916666,1,0,3.5,0,7,24,4,1,15
18803,9338,285,0,0.9,1,0,9,1,27,19,2,4,13
16004,8553,189,0,0.9,1,0,8.9,1,19,26,1,1,16
17945,8755,252,0,1,0,0,6.9,1,14,19,5,7,4
16090,8269,190,0,0.833333,2,0,6.2,1,24,28,4,8,13
17252,9157,230,0,0.833333,2,1,8.6,1,21,20,3,4,11
18278,8719,266,0,0.9,1,1,5.3,1,10,29,1,2,7
17868,9650,249,0,1,0,0,9.3,1,7,28,4,10,12
15300,9771,163,1,0.6,4,2,5.8,1,12,17,2,1,16
16303,9192,198,0,0.866666,2,0,8.6,1,7,23,5,3,14
16928,9424,220,0,1,0,0,5.7,1,10,29,4,6,11
17111,9167,225,1,0.666666,4,2,5.1,1,1,19,4,9,8
18410,8947,269,0,0.9,1,1,5.6,1,17,16,2,5,1
15530,9328,170,0,0.9,1,0,3.6,0,3,26,2,3,1
18549,8094,274,0,0.933333,1,0,9.2,1,21,29,5,4,11
17822,8682,247,0,0.9,1,1,4.7,0,19,18,2,6,1
18125,8600,260,0,0.916666,1,0,9.9,1,27,16,4,7,11
18785,8271,284,0,0.833333,2,0,7.3,1,23,22,4,2,12
18667,9887,280,0,1,0,0,4.2,0,4,14,1,1,12
16386,9565,201,0,0.833333,2,0,3.5,0,16,22,4,5,15
18705,8020,282,0,1,0,0,3.9,0,5,15,1,6,11
18950,9801,288,1,0.833333,2,1,9.5,1,18,25,4,3,16
17049,9603,224,1,0.75,3,0,8.4,1,14,14,3,7,16
17870,8382,249,1,0.583333,5,1,5.5,1,26,29,4,10,12
16897,8939,219,0,0.916666,1,0,7.4,1,24,17,4,6,4
15012,9453,152,0,0.933333,1,0,8,1,16,29,5,1,11
17422,9241,234,1,0.5,6,1,7.9,1,2,23,3,6,16
15171,9045,158,0,0.9,1,1,3.1,0,3,21,2,2,11
17004,8745,223,1,0.833333,2,0,3.2,0,14,29,3,2,5
15437,9391,166,1,0.75,3,0,8.7,1,22,23,3,6,6
17709,8902,246,0,0.7,3,0,3.3,0,29,25,1,9,16
18779,8639,284,1,0.583333,5,0,9.8,1,8,28,4,2,12
17318,8978,232,0,0.866666,2,0,9.8,1,16,25,5,3,1
18324,8962,267,0,0.833333,2,1,8.6,1,16,30,3,3,9
18019,8330,255,0,0.8,3,2,5.1,1,5,27,5,6,5
19059,8333,293,0,0.933333,1,0,9,1,21,26,5,10,11
15454,9684,167,0,0.9,1,0,7,1,2,26,2,7,12
17012,8632,224,0,0.833333,2,1,6.9,1,15,16,3,7,16
15810,9702,183,0,1,0,0,5.6,1,13,24,3,2,1
17958,9480,253,0,0.9,1,1,9.2,1,26,30,1,2,11
18802,9148,285,0,0.9,1,1,4.4,0,20,22,2,4,13
15194,8962,158,1,0.5,5,1,9.1,1,4,29,2,2,11
15204,8381,159,0,1,0,0,9.9,1,10,19,4,8,5
15766,9368,181,0,0.833333,2,1,5.4,1,14,29,4,2,3
18051,9647,257,0,0.833333,2,0,4.5,0,29,16,3,8,10
15082,9932,154,0,0.933333,1,0,7.5,1,17,16,5,1,1
15343,8237,163,0,1,0,0,9.9,1,23,14,2,1,16
16867,8874,218,0,0.9,1,0,3.3,0,21,22,2,8,11
19171,9377,298,0,0.9,1,1,8.6,1,27,21,1,6,11
16005,9282,189,0,0.8,2,2,4.4,0,28,26,1,1,16
17301,9624,232,0,0.933333,1,0,3.2,0,7,25,5,3,1
16353,9435,199,0,0.9,1,0,3.2,0,4,21,1,10,2
17934,9270,252,0,0.866666,2,0,9.2,1,21,24,5,7,4
15072,8042,154,0,1,0,0,4.5,0,19,26,5,1,1
15832,8985,183,0,1,0,0,5,1,29,29,3,2,1
16979,8597,222,1,0.416666,7,2,5.8,1,10,24,3,1,15
15844,9690,183,0,0.75,3,1,8.9,1,5,16,3,2,1
16348,8896,199,0,0.9,1,0,4.8,0,18,21,1,10,2
15367,8954,163,1,0.5,5,1,9.2,1,13,17,2,1,16
19054,9050,293,0,1,0,0,7.8,1,3,23,5,10,11
15234,9201,160,0,1,0,0,4.8,0,26,14,1,10,8
16063,8565,189,1,0.5,5,0,3.9,0,9,16,1,1,16
17366,9882,234,0,0.75,3,0,8.2,1,12,17,3,6,16
18974,8618,290,0,1,0,0,7.8,1,17,18,1,2,5
15630,9477,175,0,0.8,2,1,6.9,1,25,17,1,8,14
15887,8883,186,0,0.933333,1,1,4.4,0,15,15,5,5,15
18271,8875,265,0,1,0,0,5.5,1,19,27,3,6,4
18686,8176,281,1,0.666666,4,0,5.6,1,12,18,3,2,4
17497,9495,237,1,0.4,6,0,9.3,1,1,27,2,2,15
17201,9471,228,0,0.916666,1,0,4,0,25,27,3,6,5
17435,9248,234,0,0.833333,2,1,6.5,1,28,20,3,6,16
18003,9650,255,0,0.933333,1,0,9.9,1,17,27,5,6,5
18882,9091,288,0,0.916666,1,0,7.7,1,19,15,4,3,16
15509,8983,169,0,1,0,0,7,1,28,15,4,10,2
18709,9231,282,0,0.9,1,1,9.6,1,14,21,1,6,11
15348,9600,163,0,0.9,1,0,9.3,1,8,16,2,1,16
15600,9829,173,0,0.833333,2,1,4.4,0,18,29,4,9,8
17385,8638,234,0,1,0,0,4.9,0,1,20,3,6,16
17586,8540,242,0,0.833333,2,0,3.5,0,19,18,3,9,3
15492,8610,169,0,1,0,0,4.4,0,13,27,4,10,2
